rps3	phylum	phylum_merge	average	type
k141_6677628_2	Planctomycetes	Planctomycetes	0.006560334	low
k141_1295965_1	Planctomycetes	Planctomycetes	0.006524339	low
k141_3720923_4	Planctomycetes	Planctomycetes	0.006516052	low
k141_583990_5	Planctomycetes	Planctomycetes	0.006472811	low
k141_9098470_2	Planctomycetes	Planctomycetes	0.006451454	low
k141_412892_3	Planctomycetes	Planctomycetes	0.006384382	low
k141_760297_3	Planctomycetes	Planctomycetes	0.006375084	low
k141_2715045_5	Planctomycetes	Planctomycetes	0.006333577	low
k141_6427358_2	Planctomycetes	Planctomycetes	0.006078461	low
k141_2147705_4	Planctomycetes	Planctomycetes	0.00604802	low
k141_1078592_1	Planctomycetes	Planctomycetes	0.006009892	low
k141_6361431_1	Planctomycetes	Planctomycetes	0.005952789	low
k141_6505504_3	Planctomycetes	Planctomycetes	0.005904822	low
k141_8234360_2	Planctomycetes	Planctomycetes	0.005899886	low
k141_2149178_1	Planctomycetes	Planctomycetes	0.00563933	low
k141_8792262_2	Planctomycetes	Planctomycetes	0.00555113	low
k141_5242305_1	Planctomycetes	Planctomycetes	0.005544192	low
k141_3437483_3	Planctomycetes	Planctomycetes	0.005489946	low
k141_6841990_3	Planctomycetes	Planctomycetes	0.005184087	low
k141_8729575_1	Planctomycetes	Planctomycetes	0.005163088	low
k141_5845255_2	Planctomycetes	Planctomycetes	0.005110126	low
k141_4989368_1	Planctomycetes	Planctomycetes	0.005047491	low
k141_1290892_3	Planctomycetes	Planctomycetes	0.004989312	low
k141_1290892_4	Planctomycetes	Planctomycetes	0.004989312	low
k141_3432798_1	Planctomycetes	Planctomycetes	0.004966545	low
k141_461756_1	Planctomycetes	Planctomycetes	0.004841696	low
k141_3611572_1	Planctomycetes	Planctomycetes	0.004726376	low
k141_6088425_4	Planctomycetes	Planctomycetes	0.004664267	low
k141_7884398_3	Planctomycetes	Planctomycetes	0.004612542	low
k141_1171245_3	Planctomycetes	Planctomycetes	0.004543012	low
k141_6290380_1	Planctomycetes	Planctomycetes	0.004494247	low
k141_6845573_3	Planctomycetes	Planctomycetes	0.004414234	low
k141_2041648_3	Planctomycetes	Planctomycetes	0.004406997	low
k141_2993271_3	Planctomycetes	Planctomycetes	0.004395097	low
k141_7068117_1	Planctomycetes	Planctomycetes	0.004250051	low
k141_1976748_2	Planctomycetes	Planctomycetes	0.004189041	low
k141_5096675_1	Planctomycetes	Planctomycetes	0.004131638	low
k141_6621625_3	Planctomycetes	Planctomycetes	0.004058509	low
k141_6509247_2	Planctomycetes	Planctomycetes	0.004012651	low
k141_6062997_2	Planctomycetes	Planctomycetes	0.00397501	low
k141_5088021_1	Planctomycetes	Planctomycetes	0.003931151	low
k141_8702964_1	Planctomycetes	Planctomycetes	0.003707831	low
k141_2609613_2	Planctomycetes	Planctomycetes	0.003466452	low
k141_10698455_4	Planctomycetes	Planctomycetes	0.003461302	low
k141_2134672_1	Planctomycetes	Planctomycetes	0.003454285	low
k141_4009201_2	Planctomycetes	Planctomycetes	0.003394494	low
k141_505064_4	Planctomycetes	Planctomycetes	0.003298072	low
k141_8533093_4	Planctomycetes	Planctomycetes	0.003215242	low
k141_6576192_2	Planctomycetes	Planctomycetes	0.003132946	low
k141_9715498_2	Planctomycetes	Planctomycetes	0.003021588	low
k141_5752093_4	Planctomycetes	Planctomycetes	0.002798187	low
k141_1888726_1	Planctomycetes	Planctomycetes	0.002759694	low
k141_3364447_4	Planctomycetes	Planctomycetes	0.002737922	low
k141_1163583_2	Planctomycetes	Planctomycetes	0.002408577	low
k141_6401602_1	Planctomycetes	Planctomycetes	0.002396012	low
k141_10072817_1	Planctomycetes	Planctomycetes	0.002211064	low
k141_6001076_1	Planctomycetes	Planctomycetes	0.002035357	low
k141_5337605_1	Planctomycetes	Planctomycetes	0.001763371	low
k141_4894048_3	Planctomycetes	Planctomycetes	0.001626724	low
k141_9219655_2	Planctomycetes	Planctomycetes	0.001500164	low
k141_6214729_1	Planctomycetes	Planctomycetes	0.001152443	low
k141_9484289_3	Planctomycetes	Planctomycetes	0.001086519	low
k141_1232290_4	Poribacteria	Poribacteria	0.07877845	low
k141_1599983_2	Poribacteria	Poribacteria	0.067454549	low
k141_5045618_4	Poribacteria	Poribacteria	0.054052381	low
k141_9723025_1	Poribacteria	Poribacteria	0.049827144	low
k141_7987353_2	Poribacteria	Poribacteria	0.043867735	low
k141_5467131_4	Poribacteria	Poribacteria	0.020288928	low
k141_5588749_3	Thaumarchaeota	Thaumarchaeota	0.85646456	high
k141_9222762_3	Thaumarchaeota	Thaumarchaeota	0.658193167	high
k141_7406573_4	Thaumarchaeota	Thaumarchaeota	0.600515931	high
k141_1047690_1	Thaumarchaeota	Thaumarchaeota	0.552945024	high
k141_102773_6	Thaumarchaeota	Thaumarchaeota	0.552367264	high
k141_4478361_1	Thaumarchaeota	Thaumarchaeota	0.531917108	high
k141_6588272_5	Thaumarchaeota	Thaumarchaeota	0.509935369	high
k141_7594010_5	Thaumarchaeota	Thaumarchaeota	0.477204329	high
k141_7496566_3	Thaumarchaeota	Thaumarchaeota	0.404855758	high
k141_6509104_14	Thaumarchaeota	Thaumarchaeota	0.387133124	high
k141_8527846_1	Thaumarchaeota	Thaumarchaeota	0.369346912	high
k141_2544734_4	Thaumarchaeota	Thaumarchaeota	0.344023281	high
k141_6476446_1	Thaumarchaeota	Thaumarchaeota	0.33091741	high
k141_5761104_1	Thaumarchaeota	Thaumarchaeota	0.317004517	high
k141_5769129_14	Thaumarchaeota	Thaumarchaeota	0.304110437	high
k141_9550683_7	Thaumarchaeota	Thaumarchaeota	0.292492299	high
k141_3883731_3	Thaumarchaeota	Thaumarchaeota	0.272225883	low
k141_9522224_2	Thaumarchaeota	Thaumarchaeota	0.265860806	low
k141_6019773_2	Thaumarchaeota	Thaumarchaeota	0.261541356	low
k141_2820137_2	Thaumarchaeota	Thaumarchaeota	0.251160717	low
k141_1901383_2	Thaumarchaeota	Thaumarchaeota	0.248496439	low
k141_2023286_1	Thaumarchaeota	Thaumarchaeota	0.247650552	low
k141_8790263_13	Thaumarchaeota	Thaumarchaeota	0.233530993	low
k141_6973695_6	Thaumarchaeota	Thaumarchaeota	0.221666803	low
k141_9687777_2	Thaumarchaeota	Thaumarchaeota	0.217995024	low
k141_2336021_1	Thaumarchaeota	Thaumarchaeota	0.190586939	low
k141_3682676_1	Thaumarchaeota	Thaumarchaeota	0.190254157	low
k141_3545366_1	Thaumarchaeota	Thaumarchaeota	0.170995382	low
k141_1569462_1	Thaumarchaeota	Thaumarchaeota	0.169678289	low
k141_5078249_5	Thaumarchaeota	Thaumarchaeota	0.159112455	low
k141_5331690_1	Thaumarchaeota	Thaumarchaeota	0.155232603	low
k141_10077918_4	Thaumarchaeota	Thaumarchaeota	0.152907785	low
k141_6519113_1	Thaumarchaeota	Thaumarchaeota	0.151704654	low
k141_3359453_7	Thaumarchaeota	Thaumarchaeota	0.150383462	low
k141_3198112_2	Thaumarchaeota	Thaumarchaeota	0.141520258	low
k141_882391_1	Thaumarchaeota	Thaumarchaeota	0.141370858	low
k141_6952412_21	Thaumarchaeota	Thaumarchaeota	0.137376996	low
k141_8136922_2	Thaumarchaeota	Thaumarchaeota	0.126465445	low
k141_5245522_1	Thaumarchaeota	Thaumarchaeota	0.12475977	low
k141_561370_1	Thaumarchaeota	Thaumarchaeota	0.124473991	low
k141_6882856_7	Thaumarchaeota	Thaumarchaeota	0.123598521	low
k141_4041060_6	Thaumarchaeota	Thaumarchaeota	0.118844472	low
k141_3194524_2	Thaumarchaeota	Thaumarchaeota	0.113537637	low
k141_3262842_15	Thaumarchaeota	Thaumarchaeota	0.111758759	low
k141_2425407_2	Thaumarchaeota	Thaumarchaeota	0.108885841	low
k141_5379600_1	Thaumarchaeota	Thaumarchaeota	0.106550441	low
k141_6697046_6	Thaumarchaeota	Thaumarchaeota	0.099287961	low
k141_523384_27	Thaumarchaeota	Thaumarchaeota	0.091829726	low
k141_7854712_1	Thaumarchaeota	Thaumarchaeota	0.091320743	low
k141_8298127_6	Thaumarchaeota	Thaumarchaeota	0.090252963	low
k141_5610706_1	Thaumarchaeota	Thaumarchaeota	0.0883127	low
k141_7787612_1	Thaumarchaeota	Thaumarchaeota	0.087476747	low
k141_8164829_7	Thaumarchaeota	Thaumarchaeota	0.086309059	low
k141_1010771_5	Thaumarchaeota	Thaumarchaeota	0.08307843	low
k141_1175141_6	Thaumarchaeota	Thaumarchaeota	0.080998302	low
k141_1251253_1	Thaumarchaeota	Thaumarchaeota	0.076202396	low
k141_9630586_2	Thaumarchaeota	Thaumarchaeota	0.075682056	low
k141_3157825_4	Thaumarchaeota	Thaumarchaeota	0.073068834	low
k141_1268825_3	Thaumarchaeota	Thaumarchaeota	0.072834289	low
k141_1800919_2	Thaumarchaeota	Thaumarchaeota	0.071510748	low
k141_9950214_5	Thaumarchaeota	Thaumarchaeota	0.069399355	low
k141_7636745_3	Thaumarchaeota	Thaumarchaeota	0.065989324	low
k141_7766782_5	Thaumarchaeota	Thaumarchaeota	0.064628861	low
k141_1162116_2	Thaumarchaeota	Thaumarchaeota	0.062944968	low
k141_573216_1	Thaumarchaeota	Thaumarchaeota	0.062431942	low
k141_8564680_4	Thaumarchaeota	Thaumarchaeota	0.061917466	low
k141_5662876_3	Thaumarchaeota	Thaumarchaeota	0.061532659	low
k141_864181_3	Thaumarchaeota	Thaumarchaeota	0.060988107	low
k141_271694_3	Thaumarchaeota	Thaumarchaeota	0.060310093	low
k141_540844_6	Thaumarchaeota	Thaumarchaeota	0.059413806	low
k141_6591532_1	Thaumarchaeota	Thaumarchaeota	0.058938574	low
k141_756958_1	Thaumarchaeota	Thaumarchaeota	0.058693604	low
k141_293190_1	Thaumarchaeota	Thaumarchaeota	0.056773608	low
k141_70894_4	Thaumarchaeota	Thaumarchaeota	0.056101918	low
k141_6514789_1	Thaumarchaeota	Thaumarchaeota	0.055376515	low
k141_1107162_4	Thaumarchaeota	Thaumarchaeota	0.053781689	low
k141_3194698_5	Thaumarchaeota	Thaumarchaeota	0.053330144	low
k141_4597831_11	Thaumarchaeota	Thaumarchaeota	0.053129262	low
k141_6018065_2	Thaumarchaeota	Thaumarchaeota	0.051524441	low
k141_2721382_1	Thaumarchaeota	Thaumarchaeota	0.048727693	low
k141_4131338_2	Thaumarchaeota	Thaumarchaeota	0.048006512	low
k141_7477133_4	Thaumarchaeota	Thaumarchaeota	0.045880844	low
k141_4391809_4	Thaumarchaeota	Thaumarchaeota	0.042082034	low
k141_355743_1	Thaumarchaeota	Thaumarchaeota	0.039890243	low
k141_7396954_3	Thaumarchaeota	Thaumarchaeota	0.038801696	low
k141_1015479_4	Thaumarchaeota	Thaumarchaeota	0.037895398	low
k141_6539590_12	Thaumarchaeota	Thaumarchaeota	0.036367461	low
k141_5263963_8	Thaumarchaeota	Thaumarchaeota	0.033012415	low
k141_3819811_2	Thaumarchaeota	Thaumarchaeota	0.03270241	low
k141_6390879_1	Thaumarchaeota	Thaumarchaeota	0.031261904	low
k141_9729792_8	Thaumarchaeota	Thaumarchaeota	0.028418576	low
k141_2160317_1	Thaumarchaeota	Thaumarchaeota	0.02831181	low
k141_9903978_1	Thaumarchaeota	Thaumarchaeota	0.026292191	low
k141_1705996_2	Thaumarchaeota	Thaumarchaeota	0.026057888	low
k141_7887726_4	Thaumarchaeota	Thaumarchaeota	0.025870035	low
k141_3114032_3	Thaumarchaeota	Thaumarchaeota	0.02557523	low
k141_3566703_17	Thaumarchaeota	Thaumarchaeota	0.025163479	low
k141_531061_1	Thaumarchaeota	Thaumarchaeota	0.02436982	low
k141_4059391_3	Thaumarchaeota	Thaumarchaeota	0.021857095	low
k141_1679174_4	Thaumarchaeota	Thaumarchaeota	0.019760749	low
k141_7775985_1	Thaumarchaeota	Thaumarchaeota	0.01865347	low
k141_7312354_2	Thaumarchaeota	Thaumarchaeota	0.016243874	low
k141_9509767_1	Thaumarchaeota	Thaumarchaeota	0.015776725	low
k141_6838913_5	Thaumarchaeota	Thaumarchaeota	0.015153255	low
k141_394631_2	Thaumarchaeota	Thaumarchaeota	0.014020638	low
k141_1355094_1	Thaumarchaeota	Thaumarchaeota	0.011793032	low
k141_8253996_4	Thaumarchaeota	Thaumarchaeota	0.009336707	low
k141_8819552_3	Thaumarchaeota	Thaumarchaeota	0.008278196	low
k141_5134674_1	Thaumarchaeota	Thaumarchaeota	0.007671652	low
k141_2200732_4	Thaumarchaeota	Thaumarchaeota	0.002846946	low
k141_7549641_2	Verrucomicrobia	other	0.039400062	low
k141_10154029_2	Verrucomicrobia	other	0.02314741	low
k141_7804285_3	Verrucomicrobia	other	0.01708087	low
k141_1257054_2	Verrucomicrobia	other	0.010286122	low
k141_1252529_2	Verrucomicrobia	other	0.00472251	low
k141_1382525_1	Zixibacteria	Zixibacteria	0.010334447	low
k141_5732902_1	Zixibacteria	Zixibacteria	0.008081857	low
k141_9813977_1	Zixibacteria	Zixibacteria	0.00646395	low
k141_656023_1	Zixibacteria	Zixibacteria	0.006068658	low
k141_8253327_1	Zixibacteria	Zixibacteria	0.005848847	low
k141_11032516_2	Zixibacteria	Zixibacteria	0.003632095	low
k141_3538226_2	Zixibacteria	Zixibacteria	0.003110118	low
